Universe,Window,Arm,Arm label,Asset 0,Sharpe (zero-cost),Sharpe (Axiom cost model),Return % (Axiom cost model),MaxDD % (Axiom cost model),Trades,Identical to Asset-0 B&H,Note,SPY in universe,Calendar padded days,Window days,Sharpe (native NYSE calendar),Native NYSE days
India_Nifty_50,OOS,Risk Parity,Risk Parity,AXISBANK.NS,0.13418497011624084,0.1265824710864678,0.7892272694771885,-13.38351031667124,8,False,monthly inverse-vol,,,,,
India_Nifty_50,OOS,SMA 50/200,SMA 50/200,AXISBANK.NS,-0.25334776449716334,-0.25334776449716334,-7.731177774086262,-25.761492516908064,0,True,"asset 0, NO warm-up (as published): first 200 in-window days have no signal",,,,,
India_Nifty_50,OOS,SMA 50/200 (warm-up),SMA 50/200 (warm-up),AXISBANK.NS,-0.7372495446712235,-0.7461885969057083,-11.871900150313309,-20.79871447725927,2,False,"asset 0, 200 pre-window warm-up days -> 247/247 in-window days with a live signal (0 default)",,,,,
India_Nifty_50,OOS,[v6] Fast,[v6] Fast,AXISBANK.NS,1.0378088417760454,0.9946750531074889,13.885166969495554,-9.983415552008367,-1,False,"FastTradingNet, 1 checkpoint",,,,,
India_Nifty_50,Holdout,SPY B&H (fixed reference),SPY B&H (fixed reference),AXISBANK.NS,1.5027170854594891,1.5027170854594891,20.497338884758708,-8.884968175523742,0,False,"fixed reference, OUT-OF-UNIVERSE reference; no trading after free entry",False,8.0,248.0,1.542790961715786,249.0
India_Nifty_50,Holdout,Asset-0 B&H (in-universe),"Asset-0 B&H (in-universe, AXISBANK.NS)",AXISBANK.NS,0.7285386460319045,0.7285386460319045,15.412502686500162,-17.2273649423193,0,True,no trading after free entry,,,,,
India_Nifty_50,Holdout,EW (1/N),EW (1/N),AXISBANK.NS,-0.2911994211293916,-0.2911994211293916,-4.6786286145173435,-16.688682547630687,0,False,no trading after free entry,,,,,
India_Nifty_50,Holdout,60/40,60/40,AXISBANK.NS,0.6066383257266157,0.6066383257266157,9.51417167141322,-14.34652875891097,0,False,no trading after free entry,,,,,
India_Nifty_50,Holdout,Risk Parity,Risk Parity,AXISBANK.NS,-0.4478159297882019,-0.45329399549401556,-6.571931492239069,-16.82190080570125,9,False,monthly inverse-vol,,,,,
India_Nifty_50,Holdout,SMA 50/200,SMA 50/200,AXISBANK.NS,0.728538646031904,0.728538646031904,15.41250268650014,-17.227364942319298,0,True,"asset 0, NO warm-up (as published): first 200 in-window days have no signal",,,,,
India_Nifty_50,Holdout,SMA 50/200 (warm-up),SMA 50/200 (warm-up),AXISBANK.NS,0.295562180743263,0.28936582486560614,4.007714601459278,-17.22736494231931,2,False,"asset 0, 200 pre-window warm-up days -> 247/247 in-window days with a live signal (0 default)",,,,,
India_Nifty_50,Holdout,[v6] Fast,[v6] Fast,AXISBANK.NS,0.30483962331798165,0.29126513993116876,3.5181556353974575,-15.440930676204543,-1,False,"FastTradingNet, 1 checkpoint",,,,,
Forex_Commodities,OOS,SPY B&H (fixed reference),SPY B&H (fixed reference),AUDUSD=X,0.8658355495225643,0.8658355495225643,15.943957829813549,-18.755226260622678,0,False,"fixed reference, OUT-OF-UNIVERSE reference; no trading after free entry",False,2.0,251.0,0.8566537554983599,250.0
Forex_Commodities,OOS,Asset-0 B&H (in-universe),"Asset-0 B&H (in-universe, AUDUSD=X)",AUDUSD=X,-0.28192877981478986,-0.28192877981478986,-3.5710369783349405,-13.925844167356786,0,True,no trading after free entry,,,,,
Forex_Commodities,OOS,EW (1/N),EW (1/N),AUDUSD=X,0.6547253837390272,0.6547253837390272,8.250365437916196,-8.458742101989921,0,False,no trading after free entry,,,,,
Forex_Commodities,OOS,60/40,60/40,AUDUSD=X,-0.5355442463302182,-0.5355442463302182,-8.458128560234767,-16.303346365925776,0,False,no trading after free entry,,,,,
Forex_Commodities,OOS,Risk Parity,Risk Parity,AUDUSD=X,1.1739997460715619,1.1624030256524587,8.85627939574194,-4.236468106341501,9,False,monthly inverse-vol,,,,,
Forex_Commodities,OOS,SMA 50/200,SMA 50/200,AUDUSD=X,-0.3027441592641406,-0.3158846941779709,-3.89218208243286,-13.92584416735683,2,False,"asset 0, NO warm-up (as published): first 200 in-window days have no signal",,,,,
